"phase","cards","order","outcomeArray","response","answer","AmyResponse","BenResponse","corAnswer","round","subj","outcome","cards_iso","RT","points","exp_time","number","inference_level","should_know","numRound","age","gender"
10,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","88","True","False","True",2,65,0,"A8A8AA",2.231,4,16.8,14,4,6,2,27,1
1,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","A8","False","False","False",1,66,0,"AA88A8",35.446,4,49.4,13,2,5,2,24,1
1,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","A8","","True","True",2,66,0,"AA88A8",22.735,4,49.4,13,2,5,2,24,1
2,"AAAA88","Ben,You,Amy","[[True, True]]","True","AA","","True","True",1,66,1,"AAAA88",32.626,4,49.4,13,1,2,1,24,1
3,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,66,1,"A8AAA8",44.86,4,49.4,13,2,4,2,24,1
3,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,66,1,"A8AAA8",2.814,4,49.4,13,2,4,2,24,1
4,"A8AA88","Amy,Ben,You","[[False, False, True]]","False","","False","False","True",1,66,0,"A8AA88",36.822,4,49.4,13,1,3,1,24,1
5,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","88","False","False","False",1,66,0,"AAA888",35.766,4,49.4,13,4,10,3,24,1
5,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","88","","","False",2,66,0,"AAA888",173.52,4,49.4,13,4,10,3,24,1
6,"AA8888","You,Amy,Ben","[[True]]","True","AA","","","True",1,66,1,"AA8888",6.892,4,49.4,13,0,1,1,24,1
7,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,66,0,"A8A8A8",47.881,4,49.4,13,3,10,3,24,1
8,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","AA","False","False","False",1,66,0,"A8A8AA",94.451,4,49.4,13,4,6,2,24,1
9,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,66,0,"AAA8A8",8.803,4,49.4,13,3,10,3,24,1
9,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,66,0,"AAA8A8",25.278,4,49.4,13,3,10,3,24,1
10,"88AA88","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,66,1,"AA88AA",3.566,4,49.4,13,1,4,2,24,1
10,"88AA88","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,66,1,"AA88AA",76.247,4,49.4,13,1,4,2,24,1
1,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","","True","True","False",1,67,0,"AA88AA",4.117,6,19,17,1,3,2,28,0
1,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","","","","True",2,67,0,"AA88AA",23.034,6,19,17,1,3,2,28,0
2,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,67,1,"A8AA88",19.376,6,19,17,1,4,2,28,0
2,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,67,1,"A8AA88",1.953,6,19,17,1,4,2,28,0
3,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","","False","False","False",1,67,1,"AAA8A8",44.226,6,19,17,3,10,3,28,0
3,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","","True","True","False",2,67,1,"AAA8A8",30.578,6,19,17,3,10,3,28,0
3,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","","","True","False",3,67,1,"AAA8A8",1.634,6,19,17,3,10,3,28,0
4,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,67,1,"AAA888",29.321,6,19,17,2,4,2,28,0
4,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,67,1,"AAA888",60.151,6,19,17,2,4,2,28,0
5,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,67,1,"AA8888",1.617,6,19,17,0,1,1,28,0
6,"8888AA","Amy,Ben,You","[[False, True, True]]","True","88","False","True","True",1,67,1,"AAAA88",4.021,6,19,17,1,3,1,28,0
7,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,67,0,"AA88A8",12.853,6,19,17,4,10,3,28,0
7,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,67,0,"AA88A8",45.66,6,19,17,4,10,3,28,0
8,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,67,0,"A8A8A8",8.37,6,19,17,3,5,2,28,0
8,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,67,0,"A8A8A8",4.99,6,19,17,3,5,2,28,0
9,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,67,1,"A8A8AA",7.246,6,19,17,4,10,3,28,0
9,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,67,1,"A8A8AA",18.747,6,19,17,4,10,3,28,0
9,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,67,1,"A8A8AA",1.249,6,19,17,4,10,3,28,0
10,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,67,0,"A8AAA8",10.531,6,19,17,2,5,2,28,0
10,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,67,0,"A8AAA8",7.194,6,19,17,2,5,2,28,0
1,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,68,0,"A8AAA8",1.917,2,8,75,4,10,3,32,1
1,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,68,0,"A8AAA8",10.779,2,8,75,4,10,3,32,1
2,"8888AA","Ben,You,Amy","[[True, True]]","False","","","True","True",1,68,0,"AAAA88",1.808,2,8,75,1,2,1,32,1
3,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","False",1,68,0,"AA88A8",2.067,2,8,75,2,4,2,32,1
4,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,68,0,"A8A8A8",1.714,2,8,75,3,5,2,32,1
4,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,68,0,"A8A8A8",3.319,2,8,75,3,5,2,32,1
5,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","False","False","False",1,68,0,"AAA888",1.732,2,8,75,4,6,2,32,1
6,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,68,1,"AAA8A8",2.009,2,8,75,3,10,3,32,1
6,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,68,1,"AAA8A8",1.944,2,8,75,3,10,3,32,1
6,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,68,1,"AAA8A8",2.312,2,8,75,3,10,3,32,1
7,"AA8888","Ben,You,Amy","[[False, True]]","True","AA","","False","True",1,68,1,"AA8888",2.031,2,8,75,0,1,1,32,1
8,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,68,0,"A8AA88",2.313,2,8,75,1,4,2,32,1
8,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,68,0,"A8AA88",2.713,2,8,75,1,4,2,32,1
9,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","False",1,68,0,"A8A8AA",2.185,2,8,75,2,4,2,32,1
10,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","A8","True","True","True",1,68,0,"AA88AA",1.736,2,8,75,1,2,1,32,1
1,"AAAA88","Ben,You,Amy","[[True, True]]","True","AA","","True","True",1,69,1,"AAAA88",11.049,5,18.3,36,1,2,1,21,1
2,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","88","False","False","False",1,69,0,"AAA8A8",70.398,5,18.3,36,3,10,3,21,1
2,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","88","False","True","False",2,69,0,"AAA8A8",107.422,5,18.3,36,3,10,3,21,1
2,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","88","False","True","False",3,69,0,"AAA8A8",4.566,5,18.3,36,3,10,3,21,1
3,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,69,1,"A8AA88",25.302,5,18.3,36,1,4,2,21,1
3,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,69,1,"A8AA88",1.982,5,18.3,36,1,4,2,21,1
4,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,69,1,"AA8888",1.249,5,18.3,36,0,1,1,21,1
5,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","False","A8","False","True","False",1,69,0,"AA88A8",14.805,5,18.3,36,2,4,2,21,1
5,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","True",2,69,0,"AA88A8",2.302,5,18.3,36,2,4,2,21,1
6,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,69,1,"A8A8A8",45.072,5,18.3,36,3,5,2,21,1
6,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,69,1,"A8A8A8",2.982,5,18.3,36,3,5,2,21,1
7,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,69,0,"A8A8AA",4.404,5,18.3,36,4,10,3,21,1
7,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,69,0,"A8A8AA",15.227,5,18.3,36,4,10,3,21,1
8,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","False","False",1,69,0,"AAA888",6.156,5,18.3,36,2,4,2,21,1
9,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","88","True","True","False",1,69,1,"AA88AA",15.003,5,18.3,36,1,3,2,21,1
9,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","True","88","","","True",2,69,1,"AA88AA",3.294,5,18.3,36,1,3,2,21,1
10,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,69,0,"A8AAA8",18.406,5,18.3,36,4,10,3,21,1
10,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,69,0,"A8AAA8",12.428,5,18.3,36,4,10,3,21,1
1,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,70,1,"AAAA88",12.657,3,25.8,17,1,3,1,21,0
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","A8","False","False","False",1,70,0,"AA88A8",7.26,3,25.8,17,2,5,2,21,0
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","A8","","True","True",2,70,0,"AA88A8",46.807,3,25.8,17,2,5,2,21,0
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,70,0,"A8A8AA",2.242,3,25.8,17,4,10,3,21,0
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,70,0,"A8A8AA",22.9,3,25.8,17,4,10,3,21,0
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,70,0,"A8A8AA",18.534,3,25.8,17,4,10,3,21,0
4,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,70,1,"AA88AA",2.244,3,25.8,17,1,4,2,21,0
4,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,70,1,"AA88AA",2.195,3,25.8,17,1,4,2,21,0
5,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,70,0,"AAA8A8",2.136,3,25.8,17,3,10,3,21,0
5,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,70,0,"AAA8A8",89.147,3,25.8,17,3,10,3,21,0
6,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,70,0,"AAA888",5.284,3,25.8,17,4,10,3,21,0
6,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,70,0,"AAA888",1.103,3,25.8,17,4,10,3,21,0
6,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,70,0,"AAA888",1.499,3,25.8,17,4,10,3,21,0
7,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,70,0,"A8AA88",4.556,3,25.8,17,1,4,2,21,0
7,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,70,0,"A8AA88",1.24,3,25.8,17,1,4,2,21,0
8,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,70,0,"A8AAA8",4.286,3,25.8,17,2,4,2,21,0
8,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,70,0,"A8AAA8",2.009,3,25.8,17,2,4,2,21,0
9,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","AA","False","False","False",1,70,0,"A8A8A8",3.466,3,25.8,17,3,10,3,21,0
9,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","True","False",2,70,0,"A8A8A8",20.313,3,25.8,17,3,10,3,21,0
10,"AA8888","Ben,You,Amy","[[False, True]]","True","AA","","False","True",1,70,1,"AA8888",1.976,3,25.8,17,0,1,1,21,0
1,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","88","","","False",1,71,0,"A8A8AA",16.238,6,32.9,46,4,10,3,27,0
2,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,71,1,"AA8888",4.445,6,32.9,46,0,1,1,27,0
3,"A8AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,71,0,"A8AAA8",53.51,6,32.9,46,4,10,3,27,0
4,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","AA","True","True","False",1,71,1,"AA88AA",4.964,6,32.9,46,1,3,2,27,0
4,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","True",2,71,1,"AA88AA",3.472,6,32.9,46,1,3,2,27,0
5,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","False","AA","False","False","False",1,71,1,"AA88A8",25.524,6,32.9,46,2,5,2,27,0
5,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","True","AA","","True","True",2,71,1,"AA88A8",30.096,6,32.9,46,2,5,2,27,0
6,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,71,0,"AAA8A8",23.111,6,32.9,46,3,10,3,27,0
6,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","True","True","False",2,71,0,"AAA8A8",21.194,6,32.9,46,3,10,3,27,0
6,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",3,71,0,"AAA8A8",3.307,6,32.9,46,3,10,3,27,0
7,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","False","False",1,71,0,"A8A8A8",7.115,6,32.9,46,3,10,3,27,0
8,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,71,1,"A8AA88",10.333,6,32.9,46,1,4,2,27,0
8,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,71,1,"A8AA88",6.281,6,32.9,46,1,4,2,27,0
9,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,71,1,"AAA888",85.558,6,32.9,46,2,4,2,27,0
9,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,71,1,"AAA888",9.014,6,32.9,46,2,4,2,27,0
10,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","88","False","True","False",1,71,1,"AAAA88",5.647,6,32.9,46,1,4,2,27,0
10,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","True","88","","","True",2,71,1,"AAAA88",3.474,6,32.9,46,1,4,2,27,0
1,"88AA88","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,72,0,"AA88AA",7.015,3,19.8,15,1,4,2,27,2
1,"88AA88","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,72,0,"AA88AA",2.451,3,19.8,15,1,4,2,27,2
2,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","False","AA","False","False","False",1,72,1,"AA88A8",2.83,3,19.8,15,2,5,2,27,2
2,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","True","AA","","True","True",2,72,1,"AA88A8",86.892,3,19.8,15,2,5,2,27,2
3,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,72,1,"AA8888",1.83,3,19.8,15,0,1,1,27,2
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","A8","False","False","False",1,72,1,"A8A8AA",3.731,3,19.8,15,4,6,2,27,2
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","True","False","True",2,72,1,"A8A8AA",94.455,3,19.8,15,4,6,2,27,2
5,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","88","False","False","False",1,72,0,"AAA8A8",2.837,3,19.8,15,3,10,3,27,2
5,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","88","False","True","False",2,72,0,"AAA8A8",27.525,3,19.8,15,3,10,3,27,2
5,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","88","False","True","False",3,72,0,"AAA8A8",10.14,3,19.8,15,3,10,3,27,2
6,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,72,0,"A8A8A8",1.856,3,19.8,15,3,10,3,27,2
6,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,72,0,"A8A8A8",117.849,3,19.8,15,3,10,3,27,2
7,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","","False","True","False",1,72,0,"AAAA88",2.692,3,19.8,15,1,4,2,27,2
7,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","","","","True",2,72,0,"AAAA88",3.451,3,19.8,15,1,4,2,27,2
8,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,72,0,"A8AA88",2.401,3,19.8,15,1,4,2,27,2
8,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,72,0,"A8AA88",47.328,3,19.8,15,1,4,2,27,2
9,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,72,0,"AAA888",7.579,3,19.8,15,4,10,3,27,2
9,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,72,0,"AAA888",13.048,3,19.8,15,4,10,3,27,2
10,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,72,0,"A8AAA8",2.127,3,19.8,15,2,4,2,27,2
10,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,72,0,"A8AAA8",25.854,3,19.8,15,2,4,2,27,2
1,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,73,1,"AA8888",3.279,4,48.6,18,0,1,1,29,1
2,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,73,0,"AAA888",7.417,4,48.6,18,4,10,3,29,1
2,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,73,0,"AAA888",80.196,4,48.6,18,4,10,3,29,1
2,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,73,0,"AAA888",84.08,4,48.6,18,4,10,3,29,1
3,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,73,1,"A8AA88",13.551,4,48.6,18,1,4,2,29,1
3,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,73,1,"A8AA88",34.639,4,48.6,18,1,4,2,29,1
4,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","False","","False","False","False",1,73,0,"AA88A8",55.522,4,48.6,18,2,5,2,29,1
4,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","False","","","True","True",2,73,0,"AA88A8",196.703,4,48.6,18,2,5,2,29,1
5,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,73,1,"AAA8A8",51.256,4,48.6,18,3,10,3,29,1
5,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,73,1,"AAA8A8",249.641,4,48.6,18,3,10,3,29,1
5,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,73,1,"AAA8A8",9.49,4,48.6,18,3,10,3,29,1
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,73,0,"A8A8A8",2.94,4,48.6,18,3,10,3,29,1
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,73,0,"A8A8A8",8.505,4,48.6,18,3,10,3,29,1
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,73,0,"A8A8A8",116.61,4,48.6,18,3,10,3,29,1
7,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","AA","False","False","False",1,73,0,"A8AAA8",232.487,4,48.6,18,4,10,3,29,1
7,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","AA","False","True","False",2,73,0,"A8AAA8",435.244,4,48.6,18,4,10,3,29,1
7,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","True","False",3,73,0,"A8AAA8",150.689,4,48.6,18,4,10,3,29,1
8,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,73,1,"AAAA88",3.305,4,48.6,18,1,4,2,29,1
8,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,73,1,"AAAA88",3.535,4,48.6,18,1,4,2,29,1
9,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,73,0,"AA88AA",20.655,4,48.6,18,1,4,2,29,1
9,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,73,0,"AA88AA",7.811,4,48.6,18,1,4,2,29,1
10,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,73,0,"A8A8AA",16.125,4,48.6,18,2,4,2,29,1
10,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,73,0,"A8A8AA",26.573,4,48.6,18,2,4,2,29,1
1,"AAAA88","Amy,Ben,You","[[False, True, True]]","False","","False","True","True",1,74,0,"AAAA88",9.707,3,41,70,1,3,1,34,1
2,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,74,0,"AA88A8",11.128,3,41,70,4,10,3,34,1
3,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,74,0,"A8AAA8",4.791,3,41,70,2,5,2,34,1
3,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,74,0,"A8AAA8",4.429,3,41,70,2,5,2,34,1
4,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,74,1,"AA8888",3.258,3,41,70,0,1,1,34,1
5,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,74,1,"AAA8A8",6.518,3,41,70,3,10,3,34,1
5,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,74,1,"AAA8A8",8.179,3,41,70,3,10,3,34,1
5,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,74,1,"AAA8A8",5.756,3,41,70,3,10,3,34,1
6,"A888AA","Amy,Ben,You","[[False, False, True]]","False","","False","False","True",1,74,0,"A8AA88",2.079,3,41,70,1,3,1,34,1
7,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","","True","True","False",1,74,0,"AA88AA",6.842,3,41,70,1,3,2,34,1
7,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","","","","True",2,74,0,"AA88AA",2.21,3,41,70,1,3,2,34,1
8,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,74,0,"A8A8A8",4.096,3,41,70,3,5,2,34,1
8,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,74,0,"A8A8A8",2.548,3,41,70,3,5,2,34,1
9,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,74,1,"AAA888",8.921,3,41,70,4,10,3,34,1
9,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,74,1,"AAA888",4.216,3,41,70,4,10,3,34,1
9,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,74,1,"AAA888",6.129,3,41,70,4,10,3,34,1
10,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,74,0,"A8A8AA",26.686,3,41,70,2,4,2,34,1
10,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,74,0,"A8A8AA",10.063,3,41,70,2,4,2,34,1
1,"A888AA","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,75,1,"A8AA88",9.034,6,18.3,14,1,3,1,30,1
2,"88AAAA","You,Amy,Ben","[[True]]","True","88","","","True",1,75,1,"AA8888",3.917,6,18.3,14,0,1,1,30,1
3,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,75,0,"AA88A8",40.326,6,18.3,14,4,10,3,30,1
3,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,75,0,"AA88A8",36.457,6,18.3,14,4,10,3,30,1
4,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","88","False","True","False",1,75,1,"AAAA88",3.602,6,18.3,14,1,4,2,30,1
4,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","True","88","","","True",2,75,1,"AAAA88",5.203,6,18.3,14,1,4,2,30,1
